cosine_tag_review_mean,cosine_tag_review_max,cosine_title,cosine_reviews,cosine_tag,overall_mae,ci +/-,tagdl_diff,p-value
True,True,True,False,False,0.8214538753424941,0.02691057063454405,0.029413229518263917,0.00025298503997588887
True,True,False,False,False,0.8215341135186549,0.025880875203938447,0.02931842430204073,0.00020224172657653185
False,True,False,False,False,0.8237337931661193,0.022800782844592304,0.026719398319922507,0.00022332022599969319
False,True,True,False,False,0.8238773986819983,0.025367283827592124,0.026549721582050587,0.0004456150033890962
True,True,False,False,True,0.8239026793608526,0.023526397685595946,0.026519851259222574,0.0002882439016478722
True,True,True,True,False,0.8241146447897423,0.023061714119875676,0.02626940403722361,0.00028004691545210057
True,True,False,True,False,0.8247145511900049,0.024477993186701852,0.025560586131434956,0.0005054459064478624
True,True,True,False,True,0.8254139859904355,0.025305111403905567,0.02473417069352691,0.0008053797649268868
True,False,False,False,False,0.8258705463367886,0.019214984734989282,0.024194722958969534,0.00022324289718778607
False,True,False,True,False,0.8263602866002518,0.024769021643001654,0.02361607157639312,0.0010447004231275243
False,True,True,False,True,0.8263648590253911,0.025466599887761787,0.023610669038913623,0.0012113897472675798
False,True,True,True,False,0.8265287156553699,0.02387554666678371,0.023417064647861488,0.0009223841053130913
False,True,False,False,True,0.8268481452184651,0.02710552886231732,0.023039643447052543,0.002012468548915471
True,False,True,False,False,0.8278518766465053,0.02171329719625059,0.02185368709038383,0.0010013075682858564
True,False,False,True,False,0.8286488424049647,0.02464310316127738,0.020912034193116567,0.0025343425999903688
True,False,True,True,False,0.8292428858838085,0.02202626413365194,0.020210143607456744,0.0019481003718207679
True,True,False,True,True,0.8294537428694782,0.025393574184937484,0.019961006063770152,0.003968204792107871
True,False,True,False,True,0.83020413361708,0.023348860528426107,0.01907438375401405,0.0037350925660809453
True,False,False,False,True,0.8303227558131768,0.02439893461824405,0.018934225995102683,0.004695660018180978
False,True,False,True,True,0.8308924110818324,0.024416435339002285,0.018261151238152,0.0058821618371716735
False,True,True,True,True,0.8318935888530335,0.027029279470462297,0.01707821214833025,0.01244131632894469
True,True,True,True,True,0.8321685365866804,0.02496698333358216,0.01675334834177709,0.010392049064822386
True,False,False,True,True,0.8341735174812499,0.02772065646625821,0.014384368183851123,0.028980830422372327
True,False,True,True,True,0.8355916891574738,0.02735140481318521,0.012708730989199188,0.04382644838516966
False,False,True,False,False,0.8403785654044835,0.021338332633780266,0.007052809340106298,0.12723646399030886
False,False,True,True,False,0.8434911533662264,0.02456459455104476,0.0033751388240730717,0.3060690494238514
False,False,False,False,False,0.8439064884779806,0.02178062896379518,0.0028844006622778234,0.3200482966001287
False,False,True,False,True,0.8470970346336137,0.029576763091530234,-0.0008853811626332925,0.5466830771637219
False,False,False,True,False,0.8474816597512878,0.0237573858770328,-0.001339834007783882,0.5817256715374495
False,False,True,True,True,0.850767592114528,0.029786756995462293,-0.0052223191675611815,0.7529397373437956
False,False,False,False,True,0.8531336819094243,0.0278588811057765,-0.008017966642887385,0.8622688787209536
False,False,False,True,True,0.8581234596697722,0.032332718553022555,-0.013913626067244538,0.951272765467657
